bill_id,customer_name,city,state,product_category,quantity,total_amount,cost_amount,profit_amount,margin_pct,payment_method,store_type,visit_date
1528,Ashok Kapoor,Rohtak,Haryana,Clothing,4,3660,2401,1259,0.344,Debit Card,Mall Store,28-02-2025
1832,Alok Singh,Delhi,Delhi,Clothing,5,3120,2134,986,0.316,Credit Card,Local Store,28-02-2025
2058,Meera Singh,Bhubaneswar,Odisha,Clothing,5,6260,4551,1709,0.273,UPI,Mall Store,24-03-2025
1373,Naveen Kapoor,Mumbai,Maharashtra,Clothing,4,5340,3514,1826,0.342,Debit Card,Supermarket,14-03-2025
1559,Suman Chopra,Solapur,Maharashtra,Grocery,9,590,492,98,0.166,Credit Card,Supermarket,29-01-2025
1637,Harsh Kapoor,Bhubaneswar,Odisha,Electronics,2,21760,19475,2285,0.105,UPI,Local Store,16-02-2025
1271,Rahul Chopra,Bhopal,Madhya Pradesh,Stationery,6,590,497,93,0.157,Credit Card,Supermarket,20-01-2025
1614,Deepika Gupta,Kochi,Kerala,Electronics,1,4060,3605,455,0.112,Debit Card,Mall Store,09-02-2025
1987,Preeti Malhotra,Ratlam,Madhya Pradesh,Clothing,3,4050,2997,1053,0.26,Cash,Supermarket,02-01-2025
1066,Neha Iyer,Gurgaon,Haryana,Clothing,2,2610,1793,817,0.313,UPI,Supermarket,01-02-2025
1269,Shalini Mehta,Siliguri,West Bengal,Clothing,5,3840,2807,1033,0.269,Cash,Supermarket,15-02-2025
1665,Vikram Nair,Bilaspur,Chhattisgarh,Clothing,4,2740,1973,767,0.28,UPI,Mall Store,21-02-2025
1956,Rohit Yadav,Noida,Uttar Pradesh,Electronics,2,23820,21938,1882,0.079,UPI,Local Store,24-02-2025
1755,Rohit Pillai,Indore,Madhya Pradesh,Grocery,9,412,351,61,0.149,UPI,Mall Store,29-01-2025
1268,Gaurav Joshi,Kolkata,West Bengal,Grocery,6,231,201,30,0.13,Cash,Mall Store,01-02-2025
2056,Pooja Agarwal,Coimbatore,Tamil Nadu,Clothing,4,2790,1967,823,0.295,UPI,Mall Store,26-02-2025
2143,Karan Kapoor,Ludhiana,Punjab,Grocery,6,346,300,46,0.134,UPI,Supermarket,21-01-2025
2179,Rekha Saxena,Surat,Gujarat,Grocery,10,452,389,63,0.14,Cash,Mall Store,05-01-2025
1720,Amit Saxena,Udaipur,Rajasthan,Clothing,6,5300,3482,1818,0.343,UPI,Local Store,22-03-2025
1362,Suman Reddy,Jaipur,Rajasthan,Electronics,1,13360,12465,895,0.067,Debit Card,Local Store,08-01-2025
1057,Ajay Agarwal,Rewa,Madhya Pradesh,Clothing,4,2590,1774,816,0.315,UPI,Mall Store,08-03-2025
1143,Suman Iyer,Indore,Madhya Pradesh,Clothing,6,2510,1923,587,0.234,Debit Card,Local Store,24-02-2025
1454,Gaurav Singh,Rewa,Madhya Pradesh,Clothing,3,3150,2463,687,0.218,Cash,Supermarket,20-02-2025
2241,Vivek Saxena,Bilaspur,Chhattisgarh,Clothing,4,3150,2290,860,0.273,UPI,Local Store,09-01-2025
1554,Meera Pillai,Hisar,Haryana,Grocery,5,319,272,47,0.147,Cash,Mall Store,28-02-2025
1427,Naveen Joshi,Bhopal,Madhya Pradesh,Grocery,7,319,283,36,0.113,UPI,Supermarket,06-01-2025
1859,Karan Iyer,Rewa,Madhya Pradesh,Clothing,6,4410,3519,891,0.202,Cash,Mall Store,26-03-2025
2273,Gaurav Kapoor,Surat,Gujarat,Stationery,8,385,320,65,0.169,UPI,Mall Store,24-03-2025
1199,Anita Kumar,Rajkot,Gujarat,Clothing,3,2750,1873,877,0.319,Debit Card,Supermarket,07-03-2025
1160,Naveen Rao,Patna,Bihar,Grocery,10,700,628,72,0.103,UPI,Local Store,17-02-2025
1228,Vivek Yadav,Gorakhpur,Uttar Pradesh,Clothing,4,2310,1682,628,0.272,Cash,Local Store,13-03-2025
1376,Rajesh Verma,Mumbai,Maharashtra,Grocery,5,242,203,39,0.162,Debit Card,Local Store,09-03-2025
2437,Sandeep Kumar,Udaipur,Rajasthan,Electronics,1,7130,6474,656,0.092,Cash,Local Store,12-02-2025
1777,Rahul Singh,Bhubaneswar,Odisha,Grocery,6,295,252,43,0.147,UPI,Supermarket,26-01-2025
1409,Sneha Bansal,Kochi,Kerala,Electronics,2,16840,15661,1179,0.07,Cash,Mall Store,03-02-2025
1867,Sandeep Bansal,Rohtak,Haryana,Grocery,10,640,546,94,0.147,Cash,Supermarket,26-01-2025
1648,Rajesh Pillai,Surat,Gujarat,Grocery,8,473,395,78,0.164,UPI,Supermarket,15-02-2025
2243,Rahul Verma,Rewa,Madhya Pradesh,Grocery,7,359,300,59,0.163,Cash,Mall Store,06-03-2025
1704,Swati Kapoor,Delhi,Delhi,Electronics,2,6140,5594,546,0.089,Cash,Local Store,21-02-2025
1661,Manish Patel,Siliguri,West Bengal,Clothing,6,4370,3409,961,0.22,Credit Card,Mall Store,31-03-2025
1088,Vivek Verma,Gurgaon,Haryana,Grocery,7,455,384,71,0.156,UPI,Supermarket,28-02-2025
1730,Vivek Saxena,Kanpur,Uttar Pradesh,Clothing,6,4000,2656,1344,0.336,Cash,Local Store,15-03-2025
1436,Pooja Singh,Visakhapatnam,Andhra Pradesh,Electronics,2,16520,15380,1140,0.069,UPI,Local Store,12-01-2025
1924,Rekha Malhotra,Surat,Gujarat,Grocery,4,198,170,28,0.143,UPI,Mall Store,27-03-2025
1978,Kiran Sharma,Kanpur,Uttar Pradesh,Grocery,9,213,185,28,0.131,Credit Card,Supermarket,15-01-2025
2095,Simran Gupta,Bengaluru,Karnataka,Electronics,1,10560,9747,813,0.077,Debit Card,Local Store,15-01-2025
1835,Kavita Sharma,Faridabad,Haryana,Stationery,6,416,328,88,0.212,Cash,Mall Store,01-02-2025
2207,Rekha Bansal,Ahmedabad,Gujarat,Stationery,9,500,419,81,0.162,UPI,Supermarket,27-02-2025
2271,Karan Bansal,Hisar,Haryana,Clothing,3,3680,2834,846,0.23,Credit Card,Mall Store,21-01-2025
1121,Swati Pillai,Amritsar,Punjab,Grocery,9,650,584,66,0.101,,Supermarket,10-03-2025
2054,Ajay Kumar,Lucknow,Uttar Pradesh,Grocery,8,510,435,75,0.147,Credit Card,Mall Store,20-01-2025
1758,Divya Malhotra,Kolkata,West Bengal,Clothing,5,4780,3561,1219,0.255,UPI,Supermarket,17-02-2025
2459,Ritu Mehta,Guwahati,Assam,Clothing,3,3860,2957,903,0.234,Debit Card,Supermarket,28-02-2025
2446,Amit Iyer,Solapur,Maharashtra,Clothing,6,4230,2986,1244,0.294,UPI,Mall Store,26-02-2025
1187,Amit Nair,Nagpur,Maharashtra,Electronics,2,19310,17862,1448,0.075,UPI,Supermarket,24-03-2025
1407,Manoj Yadav,Visakhapatnam,Andhra Pradesh,Grocery,3,132,114,18,0.137,UPI,Mall Store,16-02-2025
1731,Pooja Chopra,Gwalior,Madhya Pradesh,Electronics,1,8690,7864,826,0.095,Cash,Supermarket,01-03-2025
1305,Swati Kumar,Udaipur,Rajasthan,Clothing,5,4470,3312,1158,0.259,Credit Card,Local Store,20-03-2025
1816,Kiran Kapoor,Vadodara,Gujarat,Stationery,7,282,226,56,0.2,UPI,Supermarket,12-01-2025
1134,Kiran Joshi,Kolhapur,Maharashtra,Clothing,2,2080,1645,435,0.209,Credit Card,Local Store,03-03-2025
1623,Alok Saxena,Surat,Gujarat,Electronics,1,14590,13262,1328,0.091,Debit Card,Mall Store,27-02-2025
2280,Shalini Verma,Jodhpur,Rajasthan,Electronics,1,6920,6359,561,0.081,Credit Card,Local Store,10-01-2025
1082,Rohit Bansal,Jaipur,Rajasthan,Stationery,7,540,434,106,0.197,Debit Card,Supermarket,26-02-2025
2090,Nisha Sharma,Meerut,Uttar Pradesh,Stationery,6,396,332,64,0.161,UPI,Supermarket,06-02-2025
2212,Anjali Iyer,Hyderabad,Telangana,Grocery,6,298,267,31,0.104,Debit Card,Supermarket,02-01-2025
1762,Sneha Pillai,Kolhapur,Maharashtra,Clothing,3,2810,2164,646,0.23,Credit Card,Supermarket,18-02-2025
2086,Rahul Saxena,Kolhapur,Maharashtra,Grocery,8,530,472,58,0.109,UPI,Local Store,14-02-2025
1423,Preeti Gupta,Varanasi,Uttar Pradesh,Stationery,5,325,251,74,0.228,Debit Card,Supermarket,04-03-2025
2117,Suman Yadav,Coimbatore,Tamil Nadu,Electronics,2,32820,30326,2494,0.076,Cash,Mall Store,16-03-2025
2348,Rahul Verma,Mumbai,Maharashtra,Clothing,6,7080,5558,1522,0.215,UPI,Local Store,20-02-2025
1621,Manoj Yadav,Patna,Bihar,Grocery,10,481,400,81,0.169,Debit Card,Mall Store,04-03-2025
2490,Naveen Kapoor,Kolkata,West Bengal,Grocery,5,395,349,46,0.116,Credit Card,Supermarket,24-01-2025
1693,Meera Nair,Chandigarh,Chandigarh,Grocery,4,175,154,21,0.12,Cash,Mall Store,16-03-2025
2234,Shalini Agarwal,Panipat,Haryana,Clothing,6,10040,7640,2400,0.239,Credit Card,Supermarket,04-03-2025
1481,Suresh Mehta,Kota,Rajasthan,Electronics,2,15100,13801,1299,0.086,UPI,Mall Store,03-01-2025
1786,Pooja Singh,Kolkata,West Bengal,Electronics,1,11780,10555,1225,0.104,Debit Card,Supermarket,22-01-2025
1590,Meera Pillai,Ludhiana,Punjab,Electronics,1,5000,4670,330,0.066,UPI,Mall Store,28-02-2025
2016,Naveen Rao,Rajkot,Gujarat,Electronics,2,17390,15616,1774,0.102,Credit Card,Mall Store,25-03-2025
2498,Sanjay Chopra,Satara,Maharashtra,Grocery,4,313,265,48,0.152,UPI,Local Store,19-02-2025
1013,Nisha Saxena,Patna,Bihar,Electronics,2,17690,16063,1627,0.092,UPI,Local Store,12-03-2025
1400,Vikram Singh,Panchkula,Haryana,Clothing,4,5090,3410,1680,0.33,UPI,Local Store,14-02-2025
1074,Sandeep Reddy,Siliguri,West Bengal,Electronics,2,26950,24794,2156,0.08,UPI,Local Store,05-03-2025
1973,Manish Joshi,Varanasi,Uttar Pradesh,Clothing,6,6910,4713,2197,0.318,Debit Card,Supermarket,18-01-2025
2147,Shalini Sharma,Jodhpur,Rajasthan,Grocery,4,174,156,18,0.105,Debit Card,Supermarket,18-03-2025
1791,Rajesh Gupta,Nagpur,Maharashtra,Clothing,2,2060,1413,647,0.314,Cash,Local Store,26-03-2025
2022,Kavita Mehta,Mangalore,Karnataka,Grocery,9,463,391,72,0.156,Cash,Local Store,01-01-2025
1564,Deepika Nair,Kota,Rajasthan,Grocery,10,550,451,99,0.18,UPI,Mall Store,01-03-2025
1920,Vivek Verma,Kanpur,Uttar Pradesh,Clothing,6,5750,4542,1208,0.21,UPI,Mall Store,12-01-2025
1482,Rahul Saxena,Patna,Bihar,Clothing,6,3680,2918,762,0.207,Credit Card,Mall Store,10-01-2025
2272,Manoj Patel,Kochi,Kerala,Grocery,4,277,245,32,0.116,UPI,Local Store,18-01-2025
2098,Simran Yadav,Pune,Maharashtra,Stationery,9,270,218,52,0.191,Debit Card,Mall Store,09-02-2025
1164,Simran Kumar,Amritsar,Punjab,Electronics,2,10260,9408,852,0.083,UPI,Mall Store,13-02-2025
1048,Simran Nair,Sangli,Maharashtra,Stationery,7,640,511,129,0.201,Credit Card,Mall Store,27-03-2025
1613,Suresh Chopra,Jodhpur,Rajasthan,Electronics,2,17960,15841,2119,0.118,Credit Card,Supermarket,19-03-2025
1099,Harsh Reddy,Rajkot,Gujarat,Grocery,3,180,154,26,0.144,Cash,Supermarket,12-01-2025
2480,Pooja Agarwal,Jodhpur,Rajasthan,Grocery,7,374,320,54,0.145,UPI,Mall Store,07-02-2025
1889,Anita Patel,Ahmedabad,Gujarat,Electronics,2,20130,18036,2094,0.104,Credit Card,Mall Store,17-01-2025
2393,Deepika Chopra,Meerut,Uttar Pradesh,Clothing,4,6020,4629,1391,0.231,Credit Card,Local Store,31-03-2025
2287,Rohit Agarwal,Udaipur,Rajasthan,Grocery,8,260,227,33,0.128,Debit Card,Local Store,25-03-2025
1281,Ashok Gupta,Bhubaneswar,Odisha,Stationery,4,289,231,58,0.2,Credit Card,Supermarket,14-02-2025
2452,Rohit Gupta,Trivandrum,Kerala,Grocery,9,770,677,93,0.121,UPI,Supermarket,30-01-2025
1312,Rahul Bansal,Bhopal,Madhya Pradesh,Grocery,9,690,568,122,0.177,Credit Card,Mall Store,06-03-2025
1132,Karan Verma,Bhopal,Madhya Pradesh,Clothing,6,5520,4322,1198,0.217,Cash,Mall Store,09-01-2025
1858,Suman Patel,Ahmedabad,Gujarat,Electronics,2,19300,17660,1640,0.085,Credit Card,Mall Store,01-03-2025
2290,Kiran Mehta,Varanasi,Uttar Pradesh,Clothing,6,1520,1192,328,0.216,Cash,Local Store,14-02-2025
1808,Sneha Kapoor,Panipat,Haryana,Grocery,10,530,466,64,0.121,Credit Card,Mall Store,23-03-2025
2217,Meera Nair,Vadodara,Gujarat,Clothing,3,2090,1643,447,0.214,UPI,Mall Store,07-02-2025
1794,Ashok Agarwal,Kolhapur,Maharashtra,Grocery,5,204,174,30,0.145,UPI,Local Store,08-02-2025
1216,Vivek Patel,Nashik,Maharashtra,Electronics,2,21310,18966,2344,0.11,UPI,Mall Store,21-03-2025
1136,Meera Saxena,Chennai,Tamil Nadu,Clothing,4,5460,4057,1403,0.257,Credit Card,Mall Store,18-03-2025
1429,Swati Sharma,Gurgaon,Haryana,Grocery,5,379,335,44,0.117,UPI,Mall Store,03-01-2025
1504,Anjali Reddy,Kota,Rajasthan,Clothing,2,2140,1558,582,0.272,Credit Card,Mall Store,03-03-2025
1660,Pooja Chopra,Solapur,Maharashtra,Grocery,10,580,494,86,0.149,UPI,Supermarket,09-02-2025
1299,Swati Nair,Bhubaneswar,Odisha,Electronics,1,10850,10134,716,0.066,Credit Card,Mall Store,29-01-2025
2384,Divya Rao,Delhi,Delhi,Stationery,9,520,420,100,0.192,UPI,Mall Store,27-03-2025
1444,Amit Patel,Rewa,Madhya Pradesh,Clothing,2,1750,1214,536,0.306,Cash,Mall Store,28-03-2025
1664,Ajay Agarwal,Kanpur,Uttar Pradesh,Grocery,8,415,354,61,0.148,Credit Card,Mall Store,17-01-2025
1526,Preeti Malhotra,Panchkula,Haryana,Grocery,5,165,143,22,0.133,Credit Card,Mall Store,14-01-2025
1576,Manish Iyer,Kolhapur,Maharashtra,Grocery,9,241,203,38,0.159,UPI,Mall Store,03-01-2025
1585,Nisha Singh,Kanpur,Uttar Pradesh,Clothing,6,5730,4240,1490,0.26,Credit Card,Mall Store,13-02-2025
1196,Sneha Bansal,Gwalior,Madhya Pradesh,Electronics,1,9350,8639,711,0.076,UPI,Mall Store,03-02-2025
1892,Divya Mehta,Chennai,Tamil Nadu,Electronics,1,9780,9164,616,0.063,Credit Card,Local Store,25-03-2025
1369,Naveen Kapoor,Ludhiana,Punjab,Grocery,7,430,381,49,0.114,UPI,Mall Store,10-02-2025
1809,Nisha Kapoor,Bengaluru,Karnataka,Clothing,6,7660,5898,1762,0.23,UPI,Supermarket,01-03-2025
2471,Kiran Bansal,Satara,Maharashtra,Clothing,5,6290,4296,1994,0.317,UPI,Supermarket,04-02-2025
1582,Gaurav Iyer,Bhubaneswar,Odisha,Clothing,6,4650,3534,1116,0.24,Cash,Mall Store,06-01-2025
2226,Harsh Bansal,Gwalior,Madhya Pradesh,Electronics,1,7550,6803,747,0.099,UPI,Supermarket,15-01-2025
2105,Sandeep Singh,Patna,Bihar,Stationery,8,740,607,133,0.18,UPI,Local Store,02-03-2025
1342,Neha Reddy,Pune,Maharashtra,Stationery,4,299,241,58,0.195,Cash,Supermarket,19-03-2025
1928,Swati Singh,Chandigarh,Chandigarh,Electronics,2,18640,17335,1305,0.07,Credit Card,Mall Store,25-01-2025
2006,Ritu Reddy,Trivandrum,Kerala,Stationery,8,620,516,104,0.168,Debit Card,Supermarket,22-03-2025
2300,Alok Malhotra,Ahmedabad,Gujarat,Clothing,4,3990,3032,958,0.24,Cash,Local Store,02-02-2025
2013,Rohit Bansal,Noida,Uttar Pradesh,Grocery,6,550,495,55,0.1,UPI,Mall Store,06-03-2025
1059,Ashok Gupta,Rajkot,Gujarat,Grocery,9,580,503,77,0.133,UPI,Mall Store,11-03-2025
1547,Shalini Chopra,Chennai,Tamil Nadu,Clothing,5,5370,3614,1756,0.327,UPI,Supermarket,10-01-2025
2254,Neha Yadav,Gwalior,Madhya Pradesh,Grocery,10,660,587,73,0.111,UPI,Mall Store,28-03-2025
1240,Vishal Nair,Pune,Maharashtra,Electronics,1,10980,10200,780,0.071,Debit Card,Mall Store,18-01-2025
2299,Ritu Gupta,Delhi,Delhi,Grocery,7,448,400,48,0.107,UPI,Local Store,01-02-2025
1800,Sanjay Joshi,Indore,Madhya Pradesh,Grocery,3,181,155,26,0.143,Debit Card,Mall Store,05-01-2025
1873,Preeti Gupta,Faridabad,Haryana,Clothing,5,2430,1594,836,0.344,UPI,Mall Store,28-03-2025
2092,Rekha Gupta,Varanasi,Uttar Pradesh,Clothing,5,4440,3219,1221,0.275,Debit Card,Supermarket,19-02-2025
2347,Swati Reddy,Faridabad,Haryana,Clothing,4,540,405,135,0.25,UPI,Mall Store,28-01-2025
2142,Harsh Kumar,Ludhiana,Punjab,Grocery,9,730,608,122,0.167,Credit Card,Local Store,29-03-2025
1028,Suman Bansal,Kolkata,West Bengal,Grocery,6,394,324,70,0.177,UPI,Mall Store,16-03-2025
2166,Neha Iyer,Bhubaneswar,Odisha,Electronics,2,33080,30665,2415,0.073,Debit Card,Local Store,28-01-2025
2283,Manoj Pillai,Trivandrum,Kerala,Stationery,3,252,200,52,0.205,UPI,Mall Store,07-01-2025
1529,Priya Bansal,Indore,Madhya Pradesh,Grocery,9,580,492,88,0.151,UPI,Mall Store,29-01-2025
1127,Ritu Iyer,Jaipur,Rajasthan,Stationery,8,402,320,82,0.204,UPI,Mall Store,24-03-2025
2134,Suman Bansal,Surat,Gujarat,Electronics,1,9590,8794,796,0.083,Credit Card,Mall Store,16-03-2025
2061,Sneha Saxena,Gorakhpur,Uttar Pradesh,Grocery,10,720,602,118,0.164,Credit Card,Supermarket,16-01-2025
1714,Simran Reddy,Patna,Bihar,Clothing,5,5100,3820,1280,0.251,UPI,Mall Store,28-03-2025
2336,Manoj Patel,Gwalior,Madhya Pradesh,Stationery,6,380,323,57,0.15,Credit Card,Mall Store,09-01-2025
2075,Kavita Gupta,Kolkata,West Bengal,Electronics,2,22970,21523,1447,0.063,Cash,Local Store,23-03-2025
1349,Meera Patel,Panchkula,Haryana,Electronics,1,5490,5100,390,0.071,Debit Card,Local Store,08-03-2025
2168,Sandeep Chopra,Gwalior,Madhya Pradesh,Grocery,7,479,424,55,0.115,Debit Card,Supermarket,07-01-2025
2246,Harsh Joshi,Udaipur,Rajasthan,Electronics,2,7430,6628,802,0.108,UPI,Mall Store,18-01-2025
1091,Preeti Joshi,Gorakhpur,Uttar Pradesh,Electronics,2,16680,15179,1501,0.09,Credit Card,Mall Store,05-03-2025
1200,Rohit Reddy,Bhubaneswar,Odisha,Electronics,2,8000,7256,744,0.093,Debit Card,Mall Store,17-02-2025
1881,Kavita Iyer,Ratlam,Madhya Pradesh,Clothing,2,3320,2234,1086,0.327,Cash,Local Store,26-02-2025
1263,Sanjay Yadav,Guwahati,Assam,Clothing,6,60,46,14,0.233,UPI,Local Store,27-01-2025
1811,Arjun Mehta,Dehradun,Uttarakhand,Clothing,5,4220,3224,996,0.236,UPI,Supermarket,20-01-2025
2352,Swati Yadav,Visakhapatnam,Andhra Pradesh,Clothing,4,1440,982,458,0.318,UPI,Mall Store,24-02-2025
1461,Simran Joshi,Dehradun,Uttarakhand,Grocery,5,447,367,80,0.179,UPI,Local Store,25-03-2025
1149,Gaurav Mehta,Agra,Uttar Pradesh,Clothing,2,2110,1578,532,0.252,Cash,Supermarket,15-01-2025
1337,Rekha Saxena,Patna,Bihar,Electronics,1,5110,4502,608,0.119,Debit Card,Supermarket,10-02-2025
1854,Ashok Bansal,Chandigarh,Chandigarh,Electronics,2,24320,22739,1581,0.065,Credit Card,Local Store,24-02-2025
1391,Swati Bansal,Panipat,Haryana,Stationery,7,364,306,58,0.159,UPI,Mall Store,11-03-2025
2106,Kavita Verma,Bhopal,Madhya Pradesh,Grocery,7,311,258,53,0.171,Debit Card,Local Store,13-03-2025
1079,Meera Joshi,Rewa,Madhya Pradesh,Grocery,6,368,322,46,0.125,Cash,Local Store,10-03-2025
1686,Rohit Saxena,Chandigarh,Chandigarh,Grocery,7,495,445,50,0.101,Debit Card,Mall Store,15-01-2025
2475,Rajesh Chopra,Bhubaneswar,Odisha,Electronics,1,5250,4683,567,0.108,Cash,Mall Store,21-03-2025
1871,Gaurav Bansal,Indore,Madhya Pradesh,Electronics,2,14760,13476,1284,0.087,UPI,Supermarket,25-02-2025
1036,Vivek Saxena,Agra,Uttar Pradesh,Clothing,3,1600,1115,485,0.303,UPI,Mall Store,03-02-2025
1513,Ashok Iyer,Kochi,Kerala,Clothing,6,4970,3901,1069,0.215,Cash,Supermarket,18-01-2025
1636,Anita Nair,Pune,Maharashtra,Grocery,9,317,260,57,0.179,Credit Card,Mall Store,21-01-2025
1538,Divya Saxena,Rewa,Madhya Pradesh,Grocery,7,380,335,45,0.119,UPI,Local Store,02-03-2025
1522,Harsh Verma,Vadodara,Gujarat,Clothing,5,5320,3905,1415,0.266,Debit Card,Local Store,26-01-2025
1324,Sanjay Pillai,Solapur,Maharashtra,Grocery,9,820,684,136,0.166,Cash,Supermarket,05-03-2025
2049,Arjun Sharma,Bilaspur,Chhattisgarh,Electronics,2,26340,23680,2660,0.101,UPI,Local Store,14-02-2025
1007,Suresh Singh,Nashik,Maharashtra,Grocery,8,670,594,76,0.113,UPI,Supermarket,15-02-2025
2439,Simran Saxena,Ludhiana,Punjab,Stationery,9,720,544,176,0.245,UPI,Mall Store,11-02-2025
1792,Preeti Yadav,Faridabad,Haryana,Clothing,5,4810,3482,1328,0.276,Cash,Supermarket,11-03-2025
2072,Ashok Singh,Bhubaneswar,Odisha,Stationery,5,398,317,81,0.203,Cash,Mall Store,09-02-2025
2114,Naveen Saxena,Amritsar,Punjab,Grocery,7,472,397,75,0.158,UPI,Local Store,22-02-2025
1304,Arjun Reddy,Gwalior,Madhya Pradesh,Grocery,5,346,302,44,0.126,UPI,Local Store,24-02-2025
2447,Kavita Mehta,Siliguri,West Bengal,Clothing,2,1480,1024,456,0.308,UPI,Mall Store,16-02-2025
1217,Vikram Malhotra,Amritsar,Punjab,Clothing,4,2670,1912,758,0.284,UPI,Local Store,16-02-2025
2205,Suman Patel,Nashik,Maharashtra,Grocery,6,364,312,52,0.142,Cash,Mall Store,14-01-2025
1396,Alok Saxena,Kolkata,West Bengal,Grocery,10,530,470,60,0.114,Cash,Local Store,22-01-2025
2082,Kiran Saxena,Ahmedabad,Gujarat,Clothing,3,2390,1671,719,0.301,UPI,Local Store,09-03-2025
1351,Vivek Kapoor,Bhubaneswar,Odisha,Grocery,6,388,335,53,0.137,Debit Card,Local Store,17-03-2025
2399,Shalini Bansal,Dehradun,Uttarakhand,Electronics,1,12200,10760,1440,0.118,Debit Card,Local Store,30-01-2025
2118,Swati Gupta,Hisar,Haryana,Grocery,9,530,462,68,0.129,UPI,Supermarket,03-03-2025
1203,Suman Kapoor,Udaipur,Rajasthan,Clothing,3,3670,2697,973,0.265,Credit Card,Local Store,08-01-2025
2027,Anjali Mehta,Patna,Bihar,Grocery,6,363,313,50,0.138,UPI,Local Store,28-03-2025
1384,Manish Malhotra,Jaipur,Rajasthan,Clothing,6,4450,3124,1326,0.298,Credit Card,Supermarket,29-03-2025
1943,Manoj Kapoor,Bhopal,Madhya Pradesh,Clothing,4,4380,3272,1108,0.253,Credit Card,Mall Store,03-03-2025
1311,Sneha Pillai,Kanpur,Uttar Pradesh,Electronics,1,7240,6726,514,0.071,Debit Card,Mall Store,27-02-2025
2335,Ashok Reddy,Dehradun,Uttarakhand,Grocery,10,620,551,69,0.112,UPI,Mall Store,24-01-2025
1923,Rohit Sharma,Trivandrum,Kerala,Electronics,1,8470,7623,847,0.1,Cash,Mall Store,22-02-2025
1405,Pooja Yadav,Hisar,Haryana,Grocery,9,479,403,76,0.159,Cash,Local Store,08-03-2025
1536,Nisha Bansal,Surat,Gujarat,Grocery,8,486,422,64,0.131,Credit Card,Local Store,29-03-2025
1009,Suman Reddy,Dehradun,Uttarakhand,Grocery,3,159,140,19,0.118,Credit Card,Local Store,05-01-2025
2197,Rajesh Gupta,Gurgaon,Haryana,Grocery,5,299,263,36,0.121,UPI,Supermarket,03-03-2025
1242,Karan Iyer,Gorakhpur,Uttar Pradesh,Grocery,4,233,201,32,0.137,Credit Card,Mall Store,21-01-2025
2267,Arjun Reddy,Jaipur,Rajasthan,Clothing,5,4330,2858,1472,0.34,UPI,Supermarket,02-03-2025
1790,Rohit Sharma,Jaipur,Rajasthan,Clothing,2,800,580,220,0.275,UPI,Local Store,04-01-2025
2231,Ajay Chopra,Ratlam,Madhya Pradesh,Grocery,7,361,299,62,0.171,Cash,Mall Store,22-01-2025
2186,Arjun Chopra,Gurgaon,Haryana,Grocery,5,371,319,52,0.14,UPI,Mall Store,22-03-2025
1206,Arjun Kapoor,Kochi,Kerala,Grocery,8,367,306,61,0.167,Debit Card,Supermarket,14-03-2025
1821,Ritu Mehta,Bilaspur,Chhattisgarh,Electronics,2,12380,10969,1411,0.114,Debit Card,Supermarket,29-03-2025
2238,Manish Agarwal,Gwalior,Madhya Pradesh,Grocery,8,414,343,71,0.171,Debit Card,Mall Store,20-02-2025
2224,Nisha Yadav,Kolkata,West Bengal,Electronics,2,18900,17199,1701,0.09,UPI,Mall Store,07-01-2025
1919,Ajay Mehta,Trivandrum,Kerala,Grocery,9,480,394,86,0.18,Cash,Supermarket,22-03-2025
1276,Pooja Verma,Pune,Maharashtra,Electronics,2,19230,17442,1788,0.093,,Mall Store,08-01-2025
2144,Ashok Gupta,Mangalore,Karnataka,Grocery,3,186,164,22,0.118,Debit Card,Local Store,24-01-2025
1557,Rohit Iyer,Faridabad,Haryana,Electronics,1,6290,5655,635,0.101,Credit Card,Local Store,04-03-2025
2069,Alok Rao,Trivandrum,Kerala,Grocery,5,265,232,33,0.125,Debit Card,Mall Store,25-02-2025
1600,Nisha Nair,Dehradun,Uttarakhand,Stationery,4,310,260,50,0.161,UPI,Mall Store,22-02-2025
1672,Anita Chopra,Rajkot,Gujarat,Stationery,8,228,171,57,0.249,Debit Card,Supermarket,16-03-2025
1676,Rohit Gupta,Delhi,Delhi,Grocery,3,145,129,16,0.112,Debit Card,Mall Store,04-03-2025
1063,Arjun Agarwal,Bhopal,Madhya Pradesh,Stationery,3,144,109,35,0.241,UPI,Mall Store,17-03-2025
2340,Ritu Chopra,Indore,Madhya Pradesh,Grocery,8,500,424,76,0.153,Cash,Mall Store,14-02-2025
1675,Deepika Kumar,Rohtak,Haryana,Grocery,9,350,292,58,0.167,UPI,Local Store,16-02-2025
1316,Amit Agarwal,Surat,Gujarat,Grocery,9,540,482,58,0.108,UPI,Local Store,25-03-2025
1979,Sanjay Malhotra,Agra,Uttar Pradesh,Grocery,6,217,190,27,0.125,Credit Card,Mall Store,27-03-2025
2323,Rohit Kumar,Bengaluru,Karnataka,Clothing,6,5270,4147,1123,0.213,UPI,Mall Store,01-01-2025
2291,Simran Bansal,Chandigarh,Chandigarh,Grocery,5,329,274,55,0.167,Cash,Supermarket,08-03-2025
1535,Alok Mehta,Panipat,Haryana,Grocery,7,352,306,46,0.132,Credit Card,Supermarket,15-03-2025
2249,Naveen Agarwal,Meerut,Uttar Pradesh,Electronics,2,17640,15558,2082,0.118,Credit Card,Supermarket,01-03-2025
